Date,State,%_Positive_Antigen_Tests,Total_Antigen_Detection_Tests,Positive_Antigen_Tests,%_Positive_PCR_Tests,Total_PCR_Tests,Positive_PCR_Tests
2021-01-16,HI,0.0,0.0,0.0,0.0,28.333,0.0
2021-01-23,HI,0.0,0.0,0.0,0.0,28.333,0.0
2021-01-30,HI,0.0,0.0,0.0,0.0,27.667,0.0
2021-02-06,HI,0.0,0.0,0.0,0.0,31.667,0.0
2021-02-13,HI,0.0,0.0,0.0,0.0,31.333,0.0
2021-02-20,HI,0.0,0.0,0.0,0.0,29.667,0.0
2021-02-27,HI,0.0,0.0,0.0,0.0,27.0,0.0
2021-03-06,HI,0.0,0.0,0.0,0.0,24.333,0.0
2021-03-13,HI,0.0,0.0,0.0,0.0,22.333,0.0
2021-03-20,HI,0.0,0.0,0.0,0.0,21.333,0.0
2021-03-27,HI,0.0,0.0,0.0,0.0,23.0,0.0
2021-04-03,HI,0.0,0.0,0.0,0.0,27.0,0.0
2021-04-10,HI,0.0,0.0,0.0,0.0,26.667,0.0
2021-04-17,HI,0.0,0.0,0.0,0.0,30.667,0.0
2021-04-24,HI,0.05556,0.0,0.0,0.0,28.667,0.0
2021-05-01,HI,0.05556,0.0,0.0,0.0,28.0,0.0
2021-05-08,HI,0.05556,0.0,0.0,0.0,26.667,0.0
2021-05-15,HI,0.047619999999999996,0.0,0.0,0.0,26.667,0.0
2021-05-22,HI,0.047619999999999996,0.0,0.0,0.0,30.0,0.0
2021-05-29,HI,0.047619999999999996,0.0,0.0,0.0,32.0,0.0
2021-06-05,HI,0.0,0.0,0.0,0.0,34.667,0.0
2021-06-12,HI,0.05556,0.0,0.0,0.0,33.0,0.0
2021-06-19,HI,0.05556,0.0,0.0,0.0,31.333,0.0
2021-06-26,HI,0.05556,0.0,0.0,0.0,35.667,0.0
2021-07-03,HI,0.04167,0.0,0.0,0.0101,48.667,0.4915367
2021-07-10,HI,0.08088,0.0,0.0,0.0148,61.333,0.9077284
2021-07-17,HI,0.13644,0.0,0.0,0.01936,70.0,1.3552
2021-07-24,HI,0.11699,0.0,0.0,0.018520000000000002,72.0,1.3334400000000002
2021-07-31,HI,0.09861,0.0,0.0,0.03919,79.0,3.09601
2021-08-07,HI,0.13983,0.0,0.0,0.06492,91.333,5.92933836
2021-08-14,HI,0.19007000000000002,0.0,0.0,0.0707,111.667,7.8948569
2021-08-21,HI,0.22187,0.0,0.0,0.059000000000000004,121.667,7.178353
2021-08-28,HI,0.15539999999999998,0.0,0.0,0.03739,123.333,4.61142087
2021-09-04,HI,0.15436,0.0,0.0,0.051340000000000004,109.667,5.63030378
2021-09-11,HI,0.13506,0.0,0.0,0.06652999999999999,103.667,6.896965509999999
2021-09-18,HI,0.27143,0.0,0.0,0.1323,96.667,12.7890441
2021-09-25,HI,0.0,0.0,0.0,0.16949000000000003,111.333,18.869830170000004
2021-10-02,HI,0.0,0.0,0.0,0.22035,122.667,27.02967345
2021-10-09,HI,0.0,0.0,0.0,0.21681,138.333,29.99197773
2021-10-16,HI,0.0,0.0,0.0,0.21886,150.0,32.829
2021-10-23,HI,0.0,0.0,0.0,0.21104,155.0,32.7112
2021-10-30,HI,0.0,0.0,0.0,0.19169,168.333,32.26775277
2021-11-06,HI,0.0,0.0,0.0,0.1722,182.0,31.3404
2021-11-13,HI,0.0,0.0,0.0,0.17004000000000002,196.333,33.38446332
2021-11-20,HI,0.0,0.0,0.0,0.17981999999999998,190.333,34.225680059999995
2021-11-27,HI,0.0,0.0,0.0,0.25108,153.0,38.415240000000004
2021-12-04,HI,0.0,0.0,0.0,0.25483,149.667,38.13964161
2021-12-11,HI,0.0,0.0,0.0,0.26582,173.667,46.16416194
2021-12-18,HI,0.0,0.0,0.0,0.19691,231.667,45.61754897
2021-12-25,HI,0.0,0.0,0.0,0.14489000000000002,641.0,92.87449000000001
2022-01-01,HI,0.0,0.0,0.0,0.08656000000000001,1117.667,96.74525552
2022-01-08,HI,0.0,0.0,0.0,0.04426,1506.333,66.67029858000001
2022-01-15,HI,0.0,0.0,0.0,0.03313,1358.0,44.99054
2022-01-22,HI,0.0,0.0,0.0,0.026600000000000002,996.0,26.4936
2022-01-29,HI,0.03159,0.0,0.0,0.02244,683.667,15.341487480000001
2022-02-05,HI,0.06014,0.0,0.0,0.01655,536.333,8.87631115
2022-02-12,HI,0.07407,0.0,0.0,0.01913,531.0,10.15803
2022-02-19,HI,0.07407,0.0,0.0,0.01914,554.667,10.61632638
2022-02-26,HI,0.02469,0.0,0.0,0.02392,548.0,13.10816
2022-03-05,HI,0.019610000000000002,0.0,0.0,0.018520000000000002,527.0,9.76004
2022-03-12,HI,0.031509999999999996,0.0,0.0,0.01951,532.667,10.39233317
2022-03-19,HI,0.07913,0.0,0.0,0.013420000000000001,542.0,7.27364
2022-03-26,HI,0.059519999999999997,0.0,0.0,0.00993,564.333,5.603826689999999
2022-04-02,HI,0.05714,0.0,0.0,0.010509999999999999,581.667,6.11332017
2022-04-09,HI,0.009519999999999999,0.0,0.0,0.00977,637.333,6.226743409999999
2022-04-16,HI,0.009519999999999999,0.0,0.0,0.012709999999999999,691.333,8.786842429999998
2022-04-23,HI,0.0,0.0,0.0,0.00885,759.0,6.71715
2022-04-30,HI,0.0,0.0,0.0,0.00871,823.333,7.1712304300000005
2022-05-07,HI,0.0,0.0,0.0,0.00787,919.667,7.237779290000001
2022-05-14,HI,0.0,0.0,0.0,0.00909,979.0,8.89911
2022-05-21,HI,0.0,0.0,0.0,0.01064,1004.0,10.68256
2022-05-28,HI,0.0,0.0,0.0,0.012350000000000002,998.667,12.333537450000001
2022-06-04,HI,0.0,0.0,0.0,0.01168,962.667,11.24395056
2022-06-11,HI,0.0,0.0,0.0,0.01196,940.333,11.24638268
2022-06-18,HI,0.0,0.0,0.0,0.00975,926.333,9.03174675
2022-06-25,HI,0.0,0.0,0.0,0.00983,917.667,9.020666610000001
2022-07-02,HI,0.0,0.0,0.0,0.00986,916.0,9.03176
2022-07-09,HI,0.0,0.0,0.0,0.01397,902.333,12.605592009999999
2022-07-16,HI,0.0,0.0,0.0,0.020179999999999997,895.333,18.067819939999996
2022-07-23,HI,0.0,0.0,0.0,0.02413,872.667,21.05745471
2022-07-30,HI,0.0,0.0,0.0,0.027389999999999998,840.0,23.007599999999996
2022-08-06,HI,0.0,0.0,0.0,0.03419,828.0,28.30932
2022-08-13,HI,0.0,0.0,0.0,0.04208,858.333,36.11865264
2022-08-20,HI,0.0,0.0,0.0,0.047240000000000004,904.0,42.70496000000001
2022-08-27,HI,0.0,0.0,0.0,0.059379999999999995,950.0,56.410999999999994
2022-09-03,HI,0.0,0.0,0.0,0.07458000000000001,975.0,72.7155
2022-09-10,HI,0.0,0.0,0.0,0.09566000000000001,997.667,95.43682522000002
2022-09-17,HI,0.0,0.0,0.0,0.12081,1093.0,132.04533
2022-09-24,HI,0.0,0.0,0.0,0.15990000000000001,1193.0,190.7607
2022-10-01,HI,0.0,0.0,0.0,0.20036,1261.667,252.78760012
2022-10-08,HI,0.0,0.0,0.0,0.22649,1412.0,319.80388
2022-10-15,HI,0.0,0.0,0.0,0.23135999999999998,1552.667,359.22503711999997
2022-10-22,HI,0.0,0.0,0.0,0.22935,1857.667,426.05592644999996
2022-10-29,HI,0.0,0.0,0.0,0.21597999999999998,2020.0,436.27959999999996
2022-11-05,HI,0.0,0.0,0.0,0.21134,2171.0,458.81914
2020-11-14,ID,0.0,0.333,0.0,0.0,61.333,0.0
2020-11-21,ID,0.0,0.333,0.0,0.0,70.667,0.0
2020-11-28,ID,0.0,0.667,0.0,0.0,85.333,0.0
2020-12-05,ID,0.0,2.333,0.0,0.0,94.0,0.0
2020-12-12,ID,0.06667,5.0,0.33335,0.0,93.667,0.0
2020-12-19,ID,0.06667,6.0,0.40001999999999993,0.0,90.667,0.0
2020-12-26,ID,0.0,5.0,0.0,0.0,84.667,0.0
2021-01-02,ID,0.0,4.333,0.0,0.0,87.0,0.0
2021-01-09,ID,0.0,5.0,0.0,0.0,86.0,0.0
2021-01-16,ID,0.0,5.0,0.0,0.0,80.0,0.0
2021-01-23,ID,0.0,3.333,0.0,0.0,72.333,0.0
2021-01-30,ID,0.0,1.333,0.0,0.0,66.667,0.0
2021-02-06,ID,0.0,3.667,0.0,0.0,71.333,0.0
2021-02-13,ID,0.0,3.667,0.0,0.0,70.667,0.0
2021-02-20,ID,0.0,3.667,0.0,0.0,73.333,0.0
2021-02-27,ID,0.0,1.667,0.0,0.0,70.333,0.0
2021-03-06,ID,0.0,2.0,0.0,0.0,64.667,0.0
2021-03-13,ID,0.0,1.667,0.0,0.0,61.333,0.0
2021-03-20,ID,0.0,1.0,0.0,0.0,64.667,0.0
2021-03-27,ID,0.0,0.333,0.0,0.0,76.667,0.0
2021-04-03,ID,0.0,0.333,0.0,0.0,71.333,0.0
2021-04-10,ID,0.0,0.0,0.0,0.0,66.333,0.0
2021-04-17,ID,0.0,0.0,0.0,0.0,65.667,0.0
2021-04-24,ID,0.0,0.0,0.0,0.0,78.667,0.0
2021-05-01,ID,0.0,0.0,0.0,0.0,86.667,0.0
2021-05-08,ID,0.0,0.0,0.0,0.0,77.667,0.0
2021-05-15,ID,0.0,0.0,0.0,0.0,74.667,0.0
2021-05-22,ID,0.0,0.333,0.0,0.0,73.0,0.0
2021-05-29,ID,0.0,0.333,0.0,0.0,52.667,0.0
2021-06-05,ID,0.0,0.667,0.0,0.0,26.0,0.0
2021-06-12,ID,0.0,0.667,0.0,0.0,0.333,0.0
2021-06-19,ID,0.0,0.667,0.0,0.0,0.333,0.0
2021-06-26,ID,0.0,0.333,0.0,0.0,0.333,0.0
2021-07-03,ID,0.0,0.333,0.0,0.0,0.0,0.0
2021-07-10,ID,0.0,1.0,0.0,0.0,0.0,0.0
2021-07-17,ID,0.16667,1.333,0.22217111,0.0,1.667,0.0
2021-07-24,ID,0.16667,1.667,0.27783889,0.0,3.333,0.0
2021-07-31,ID,0.0,1.667,0.0,0.0,3.333,0.0
2021-08-07,ID,0.0,1.333,0.0,0.0,1.667,0.0
2021-08-14,ID,0.0,1.333,0.0,0.0,0.333,0.0
2021-08-21,ID,0.0,2.0,0.0,0.0,1.0,0.0
2021-08-28,ID,0.0,2.0,0.0,0.16667,1.333,0.22217111
2021-09-04,ID,0.0,1.667,0.0,0.16667,1.667,0.27783889
2021-09-11,ID,0.0,1.0,0.0,0.0,1.0,0.0
2021-09-18,ID,0.33332999999999996,1.667,0.55566111,0.0,2.333,0.0
2021-09-25,ID,0.0,2.0,0.0,0.0,3.667,0.0
2021-10-02,ID,0.0,2.667,0.0,0.17778,7.0,1.24446
2021-10-09,ID,0.05333,10.333,0.5510588900000001,0.25068999999999997,16.0,4.0110399999999995
2021-10-16,ID,0.15478,17.333,2.68280174,0.1788,36.667,6.5560596
2021-10-23,ID,0.22885999999999998,25.0,5.7215,0.13174,44.667,5.88443058
2021-10-30,ID,0.24219000000000002,23.333,5.65101927,0.13545,63.0,8.533349999999999
2021-11-06,ID,0.24491,21.0,5.14311,0.1623,77.333,12.5511459
2021-11-13,ID,0.30809000000000003,17.667,5.443026030000001,0.24686,108.667,26.82553562
2021-11-20,ID,0.32079,18.0,5.774220000000001,0.25766,140.667,36.24425922
2021-11-27,ID,0.26207,27.333,7.16315931,0.26091000000000003,171.0,44.615610000000004
2021-12-04,ID,0.18434,31.0,5.71454,0.22457000000000002,185.667,41.695238190000005
2021-12-11,ID,0.16748000000000002,34.667,5.8060291600000005,0.19206,183.333,35.21093598
2021-12-18,ID,0.13869,26.667,3.6984462300000005,0.18136,176.667,32.04032712
2021-12-25,ID,0.07917,29.333,2.32229361,0.14844,183.0,27.16452
2022-01-01,ID,0.01667,32.0,0.53344,0.12537,222.0,27.832140000000003
2022-01-08,ID,0.0,32.0,0.0,0.08174,250.333,20.462219419999997
2022-01-15,ID,0.0,28.333,0.0,0.0493,277.0,13.656099999999999
2022-01-22,ID,0.0,20.667,0.0,0.023889999999999998,231.0,5.51859
2022-01-29,ID,0.0,19.333,0.0,0.012350000000000002,206.667,2.5523374500000005
2022-02-05,ID,0.0,15.667,0.0,0.011619999999999998,180.333,2.09546946
2022-02-12,ID,0.0,15.0,0.0,0.010700000000000001,189.0,2.0223000000000004
2022-02-19,ID,0.0,13.333,0.0,0.00726,175.0,1.2705
2022-02-26,ID,0.01075,19.0,0.20425,0.005520000000000001,174.0,0.9604800000000001
2022-03-05,ID,0.01075,19.0,0.20425,0.0,163.333,0.0
2022-03-12,ID,0.01075,21.667,0.23292025,0.02564,117.0,2.99988
2022-03-19,ID,0.0,16.0,0.0,0.02564,111.0,2.84604
2022-03-26,ID,0.0,14.667,0.0,0.02564,95.0,2.4358
2022-04-02,ID,0.0,12.667,0.0,0.0,129.0,0.0
2022-04-09,ID,0.0,12.0,0.0,0.0,103.0,0.0
2022-04-16,ID,0.0,9.0,0.0,0.0,96.0,0.0
2022-04-23,ID,0.0,7.0,0.0,0.0,93.333,0.0
2022-04-30,ID,0.0,5.333,0.0,0.0027300000000000002,103.0,0.28119
2022-05-07,ID,0.0,6.0,0.0,0.0027300000000000002,114.0,0.31122000000000005
2022-05-14,ID,0.0,7.667,0.0,0.0027300000000000002,116.667,0.31850091
2022-05-21,ID,0.0,11.333,0.0,0.00265,118.0,0.3127
2022-05-28,ID,0.0,12.333,0.0,0.00265,124.0,0.3286
2022-06-04,ID,0.0,10.667,0.0,0.00265,538.333,1.42658245
2022-06-11,ID,0.0,7.667,0.0,0.0,538.333,0.0
2022-06-18,ID,0.0,7.667,0.0,0.0,494.667,0.0
2022-06-25,ID,0.0,7.333,0.0,0.0,42.333,0.0
2022-07-02,ID,0.0,6.0,0.0,0.0,0.333,0.0
2022-07-09,ID,0.0,5.667,0.0,0.0,0.667,0.0
2022-07-16,ID,0.0,6.667,0.0,0.0,0.333,0.0
2022-07-23,ID,0.0,8.0,0.0,0.0,0.333,0.0
2022-07-30,ID,0.0,10.0,0.0,0.0,0.0,0.0
2022-08-06,ID,0.0,8.667,0.0,0.0,0.0,0.0
2022-08-13,ID,0.0,6.667,0.0,0.0,0.0,0.0
2022-08-20,ID,0.0,7.0,0.0,0.0,0.0,0.0
2022-08-27,ID,0.0,9.0,0.0,0.0,0.333,0.0
2022-09-03,ID,0.0,11.333,0.0,0.0,0.333,0.0
2022-09-10,ID,0.0,9.667,0.0,0.0,0.333,0.0
2022-09-17,ID,0.0,8.333,0.0,0.0,0.0,0.0
2022-09-24,ID,0.0,9.333,0.0,0.0,0.0,0.0
2022-10-01,ID,0.0,9.667,0.0,0.0,0.0,0.0
2022-10-08,ID,0.0,10.667,0.0,0.0,0.0,0.0
2022-10-15,ID,0.0,10.0,0.0,0.0,51.333,0.0
2022-10-22,ID,0.0,11.0,0.0,0.0,109.333,0.0
2022-10-29,ID,0.08333,10.333,0.8610488900000001,0.045419999999999995,157.333,7.146064859999999
2022-11-05,ID,0.125,10.0,1.25,0.06813,159.0,10.83267
2020-11-14,IL,0.33332999999999996,1.333,0.4443288899999999,0.0,51.0,0.0
2020-11-21,IL,0.0,1.667,0.0,0.0,45.667,0.0
2020-11-28,IL,0.0,2.333,0.0,0.0,42.333,0.0
2020-12-05,IL,0.0,1.667,0.0,0.0,39.667,0.0
2020-12-12,IL,0.0,1.0,0.0,0.0,39.667,0.0
2020-12-19,IL,0.0,0.333,0.0,0.0,39.667,0.0
2020-12-26,IL,0.0,0.667,0.0,0.0,37.333,0.0
2021-01-02,IL,0.0,1.333,0.0,0.0,38.667,0.0
2021-01-09,IL,0.0,1.0,0.0,0.0,39.333,0.0
2021-01-16,IL,0.0,1.0,0.0,0.0,39.667,0.0
2021-01-23,IL,0.0,1.333,0.0,0.0,40.0,0.0
2021-01-30,IL,0.11111,2.333,0.25921963000000003,0.0,40.0,0.0
2021-02-06,IL,0.0,2.0,0.0,0.0,42.333,0.0
2021-02-13,IL,0.0,1.0,0.0,0.0,37.667,0.0
2021-02-20,IL,0.0,0.667,0.0,0.0,36.333,0.0
2021-02-27,IL,0.0,0.667,0.0,0.0,37.333,0.0
2021-03-06,IL,0.0,0.667,0.0,0.0,40.667,0.0
2021-03-13,IL,0.0,0.333,0.0,0.0,53.0,0.0
2021-03-20,IL,0.0,0.667,0.0,0.0,52.667,0.0
2021-03-27,IL,0.0,1.333,0.0,0.0,54.333,0.0
2021-04-03,IL,0.0,1.667,0.0,0.0,65.0,0.0
2021-04-10,IL,0.0,1.667,0.0,0.00292,86.333,0.25209235999999996
2021-04-17,IL,0.0,1.0,0.0,0.00292,117.333,0.34261236
2021-04-24,IL,0.0,1.333,0.0,0.005390000000000001,129.333,0.6971048700000001
2021-05-01,IL,0.0,2.333,0.0,0.00247,132.333,0.32686251
2021-05-08,IL,0.11111,3.0,0.33333,0.00525,126.0,0.6615000000000001
2021-05-15,IL,0.0,2.333,0.0,0.00542,123.0,0.66666
2021-05-22,IL,0.0,1.333,0.0,0.01244,113.667,1.41401748
2021-05-29,IL,0.0,2.0,0.0,0.01887,134.0,2.5285800000000003
2021-06-05,IL,0.047619999999999996,4.0,0.19047999999999998,0.01623,125.667,2.0395754100000003
2021-06-12,IL,0.047619999999999996,5.333,0.25395745999999997,0.02281,126.667,2.88927427
2021-06-19,IL,0.047619999999999996,6.333,0.30157745999999996,0.03265,113.0,3.68945
2021-06-26,IL,0.0,4.667,0.0,0.045090000000000005,124.0,5.59116
2021-07-03,IL,0.2,4.667,0.9334,0.03858,154.0,5.94132
2021-07-10,IL,0.24762,4.667,1.1556425399999999,0.033,140.333,4.6309890000000005
2021-07-17,IL,0.41429000000000005,6.667,2.76207143,0.03302,131.333,4.33661566
2021-07-24,IL,0.2619,7.333,1.9205127000000002,0.06114,116.0,7.09224
2021-07-31,IL,0.21428999999999998,6.333,1.35709857,0.09049,155.667,14.08630683
2021-08-07,IL,0.19577000000000003,6.667,1.30519859,0.12478,193.667,24.16576826
2021-08-14,IL,0.14815,5.667,0.83956605,0.13587,218.333,29.66490471
2021-08-21,IL,0.24339,6.667,1.62268113,0.14067,253.0,35.58951
2021-08-28,IL,0.23413,7.667,1.79507471,0.12741,385.0,49.05285
2021-09-04,IL,0.36746,8.0,2.93968,0.11460000000000001,455.667,52.2194382
2021-09-11,IL,0.33889,7.333,2.4850803700000004,0.10891999999999999,502.0,54.677839999999996
2021-09-18,IL,0.45,4.667,2.10015,0.1158,414.667,48.018438599999996
2021-09-25,IL,0.31667,3.667,1.16122889,0.11461,378.667,43.39902487
2021-10-02,IL,0.29762,4.333,1.2895874600000001,0.10672000000000001,349.0,37.24528
2021-10-09,IL,0.10317,5.0,0.51585,0.10678000000000001,332.333,35.48651774000001
2021-10-16,IL,0.10317,4.667,0.48149439,0.1072,297.0,31.8384
2021-10-23,IL,0.05556,3.667,0.20373851999999998,0.09215,249.0,22.945349999999998
2021-10-30,IL,0.0,1.667,0.0,0.07761,250.333,19.42834413
2021-11-06,IL,0.0,2.0,0.0,0.07285,282.333,20.567959050000002
2021-11-13,IL,0.0,1.667,0.0,0.08414999999999999,294.333,24.768121949999998
2021-11-20,IL,0.0,3.667,0.0,0.0738,255.667,18.8682246
2021-11-27,IL,0.08333,4.333,0.36106889000000003,0.07113,249.0,17.71137
2021-12-04,IL,0.08333,4.0,0.33332,0.05869,273.0,16.02237
2021-12-11,IL,0.08333,2.333,0.19440889000000003,0.055540000000000006,370.0,20.5498
2021-12-18,IL,0.0,2.667,0.0,0.03621,478.667,17.33253207
2021-12-25,IL,0.0,3.667,0.0,0.02395,525.333,12.58172535
2022-01-01,IL,0.11111,6.333,0.70365963,0.021629999999999996,496.333,10.735682789999998
2022-01-08,IL,0.17778,6.333,1.12588074,0.02153,386.0,8.31058
2022-01-15,IL,0.17778,6.667,1.1852592599999998,0.02193,301.333,6.608232690000001
2022-01-22,IL,0.06667,4.0,0.26668,0.01685,235.667,3.97098895
2022-01-29,IL,0.0,2.333,0.0,0.0131,193.667,2.5370377
2022-02-05,IL,0.0,0.333,0.0,0.0070999999999999995,185.667,1.3182357
2022-02-12,IL,0.0,3.667,0.0,0.00604,175.333,1.05901132
2022-02-19,IL,0.0,4.0,0.0,0.01456,174.667,2.54315152
2022-02-26,IL,0.0,5.333,0.0,0.01966,174.0,3.42084
2022-03-05,IL,0.0,2.667,0.0,0.01703,202.333,3.44573099
2022-03-12,IL,0.0,2.667,0.0,0.01275,237.667,3.03025425
2022-03-19,IL,0.0,1.667,0.0,0.010369999999999999,295.0,3.05915
2022-03-26,IL,0.0,1.333,0.0,0.01954,358.667,7.0083531799999985
2022-04-02,IL,0.0,2.667,0.0,0.01512,445.333,6.73343496
2022-04-09,IL,0.03333,5.667,0.18888111,0.01603,506.333,8.11651799
2022-04-16,IL,0.03333,5.333,0.17774889,0.00901,550.0,4.955500000000001
2022-04-23,IL,0.03333,4.0,0.13332,0.01149,603.333,6.93229617
2022-04-30,IL,0.0,2.333,0.0,0.00986,642.667,6.336696620000001
2022-05-07,IL,0.0,3.0,0.0,0.01471,677.667,9.968481570000002
2022-05-14,IL,0.06667,4.333,0.28888111,0.01348,660.333,8.90128884
2022-05-21,IL,0.23332999999999998,3.333,0.77768889,0.01413,648.0,9.15624
2022-05-28,IL,0.23332999999999998,2.667,0.6222911099999999,0.0096,567.333,5.4463968
2022-06-04,IL,0.27777999999999997,2.0,0.5555599999999999,0.00845,522.333,4.41371385
2022-06-11,IL,0.11111,2.667,0.29633036999999995,0.010509999999999999,430.0,4.519299999999999
2022-06-18,IL,0.19444,3.667,0.7130114799999999,0.01054,399.667,4.21249018
2022-06-25,IL,0.08333,3.667,0.30557111,0.01528,333.0,5.08824
2022-07-02,IL,0.08333,3.0,0.24999,0.013309999999999999,296.333,3.94419223
2022-07-09,IL,0.0,2.333,0.0,0.01397,279.333,3.9022820100000004
2022-07-16,IL,0.0,2.333,0.0,0.01381,281.667,3.8898212699999997
2022-07-23,IL,0.0,2.333,0.0,0.01536,304.0,4.66944
2022-07-30,IL,0.0,2.333,0.0,0.01705,295.0,5.02975
2022-08-06,IL,0.0,2.333,0.0,0.01709,277.667,4.74532903
2022-08-13,IL,0.0,2.333,0.0,0.01794,260.333,4.670374020000001
2022-08-20,IL,0.08333,3.0,0.24999,0.02313,258.333,5.975242290000001
2022-08-27,IL,0.11364,5.667,0.64399788,0.026699999999999998,305.333,8.152391100000001
2022-09-03,IL,0.11364,6.667,0.75763788,0.03128,321.667,10.06174376
2022-09-10,IL,0.19696999999999998,6.0,1.1818199999999999,0.04119,343.333,14.14188627
2022-09-17,IL,0.19047999999999998,7.0,1.3333599999999999,0.0669,333.333,22.299977700000003
2022-09-24,IL,0.24603000000000003,9.333,2.2961979900000005,0.09179,362.0,33.22798
2022-10-01,IL,0.14603,12.0,1.75236,0.13704,416.0,57.00864
2022-10-08,IL,0.26508,12.0,3.18096,0.17963,485.0,87.12055000000001
2022-10-15,IL,0.2836,14.0,3.9704,0.21792999999999998,585.0,127.48904999999999
2022-10-22,IL,0.25026,20.667,5.17212342,0.22768999999999998,689.333,156.95423076999998
2022-10-29,IL,0.16111,24.0,3.8666400000000003,0.0,499.667,0.0
2022-11-05,IL,0.0,0.0,0.0,0.0,402.0,0.0
2020-11-14,IN,0.0,0.0,0.0,0.0009299999999999999,382.333,0.35556969
2020-11-21,IN,0.0,0.0,0.0,0.0009299999999999999,407.667,0.37913030999999997
2020-11-28,IN,0.0,0.0,0.0,0.0,456.333,0.0
2020-12-05,IN,0.0,0.0,0.0,0.0,447.333,0.0
2020-12-12,IN,0.0,0.0,0.0,0.0,444.667,0.0
2020-12-19,IN,0.0,0.0,0.0,0.0,420.333,0.0
2020-12-26,IN,0.0,0.0,0.0,0.0,435.333,0.0
2021-01-02,IN,0.0,0.0,0.0,0.0,428.667,0.0
2021-01-09,IN,0.0,0.0,0.0,0.0,424.333,0.0
2021-01-16,IN,0.0,0.0,0.0,0.0,412.333,0.0
2021-01-23,IN,0.0,0.0,0.0,0.0,403.0,0.0
2021-01-30,IN,0.0,0.0,0.0,0.0,378.667,0.0
2021-02-06,IN,0.0,0.0,0.0,0.00104,354.0,0.36816
2021-02-13,IN,0.0,0.0,0.0,0.00211,325.667,0.6871573699999999
2021-02-20,IN,0.0,0.0,0.0,0.00211,314.667,0.6639473699999999
2021-02-27,IN,0.0,0.0,0.0,0.00107,297.333,0.31814631000000004
2021-03-06,IN,0.0,0.0,0.0,0.0,288.0,0.0
2021-03-13,IN,0.0,0.0,0.0,0.0,281.667,0.0
2021-03-20,IN,0.0,0.0,0.0,0.0,292.0,0.0
2021-03-27,IN,0.0,0.0,0.0,0.00133,281.0,0.37373
2021-04-03,IN,0.0,0.0,0.0,0.00133,289.0,0.38437
2021-04-10,IN,0.0,0.0,0.0,0.00521,303.333,1.5803649300000002
2021-04-17,IN,0.0,0.0,0.0,0.00511,310.0,1.5841
2021-04-24,IN,0.0,0.0,0.0,0.00951,305.667,2.9068931699999996
2021-05-01,IN,0.0,0.0,0.0,0.0068000000000000005,286.333,1.9470644000000004
2021-05-08,IN,0.0,0.0,0.0,0.00941,283.0,2.66303
2021-05-15,IN,0.0,0.0,0.0,0.00615,279.667,1.7199520499999998
2021-05-22,IN,0.0,0.0,0.0,0.00729,280.667,2.0460624299999997
2021-05-29,IN,0.0,0.0,0.0,0.013349999999999999,261.333,3.4887955500000003
2021-06-05,IN,0.0,0.0,0.0,0.021509999999999998,235.333,5.06201283
2021-06-12,IN,0.0,0.0,0.0,0.04436,209.667,9.30082812
2021-06-19,IN,0.01754,0.0,0.0,0.06746,209.667,14.14413582
2021-06-26,IN,0.01754,0.0,0.0,0.08304,205.0,17.0232
2021-07-03,IN,0.046529999999999995,0.0,0.0,0.09333999999999999,197.0,18.38798
2021-07-10,IN,0.028990000000000002,0.0,0.0,0.08891,199.667,17.752392970000002
2021-07-17,IN,0.11231999999999999,0.0,0.0,0.11013,226.667,24.96283671
2021-07-24,IN,0.15,0.0,0.0,0.12176999999999999,256.0,31.173119999999997
2021-07-31,IN,0.21202000000000001,0.0,0.0,0.13856,291.333,40.36710048
2021-08-07,IN,0.14888,0.0,0.0,0.14465999999999998,318.667,46.09836821999999
2021-08-14,IN,0.12726,0.0,0.0,0.13695000000000002,336.667,46.10654565
2021-08-21,IN,0.0885,0.0,0.0,0.14134,365.333,51.63616622
2021-08-28,IN,0.10433999999999999,0.0,0.0,0.13188,374.0,49.323119999999996
2021-09-04,IN,0.14263,0.0,0.0,0.12888,398.333,51.33715704
2021-09-11,IN,0.13739,0.0,0.0,0.11599999999999999,409.0,47.443999999999996
2021-09-18,IN,0.10135,0.0,0.0,0.09398,397.0,37.31006
2021-09-25,IN,0.01802,0.0,0.0,0.08943,412.667,36.904809809999996
2021-10-02,IN,0.018520000000000002,0.0,0.0,0.08083,421.333,34.05634639
2021-10-09,IN,0.044160000000000005,0.0,0.0,0.07849,436.333,34.247777170000006
2021-10-16,IN,0.06377,0.0,0.0,0.06928,428.667,29.698049759999996
2021-10-23,IN,0.045250000000000005,0.0,0.0,0.06389,401.667,25.66250463
2021-10-30,IN,0.019610000000000002,0.0,0.0,0.05859,413.0,24.197670000000002
2021-11-06,IN,0.0,0.0,0.0,0.046630000000000005,458.0,21.356540000000003
2021-11-13,IN,0.0,0.0,0.0,0.0412,542.0,22.3304
2021-11-20,IN,0.0,0.0,0.0,0.041159999999999995,602.0,24.778319999999997
2021-11-27,IN,0.01075,0.0,0.0,0.039529999999999996,697.0,27.55241
2021-12-04,IN,0.01075,0.0,0.0,0.03086,765.667,23.62848362
2021-12-11,IN,0.01075,0.0,0.0,0.02843,833.333,23.69165719
2021-12-18,IN,0.0,0.0,0.0,0.02757,822.333,22.67172081
2021-12-25,IN,0.0,0.0,0.0,0.024980000000000002,849.333,21.21633834
