Date,State,%_Positive_Antigen_Tests,Total_Antigen_Detection_Tests,Positive_Antigen_Tests,%_Positive_PCR_Tests,Total_PCR_Tests,Positive_PCR_Tests
2020-11-14,AL,0.01754,13.333,0.23386082,0.00417,81.0,0.33777
2020-11-21,AL,0.04135,15.0,0.62025,0.0,75.333,0.0
2020-11-28,AL,0.04135,15.667,0.64783045,0.0,78.667,0.0
2020-12-05,AL,0.023809999999999998,15.333,0.36507872999999996,0.0,87.333,0.0
2020-12-12,AL,0.0,13.0,0.0,0.0,99.333,0.0
2020-12-19,AL,0.06667,13.333,0.8889111099999999,0.0,92.0,0.0
2020-12-26,AL,0.17082999999999998,12.667,2.1639036099999998,0.0,83.0,0.0
2021-01-02,AL,0.26887,16.0,4.30192,0.0,85.333,0.0
2021-01-09,AL,0.20221,12.667,2.56139407,0.0,84.667,0.0
2021-01-16,AL,0.09804,9.0,0.88236,0.00383,89.0,0.34087
2021-01-23,AL,0.0,4.0,0.0,0.0073,85.667,0.6253691
2021-01-30,AL,0.0,4.333,0.0,0.0073,87.0,0.6351
2021-02-06,AL,0.030299999999999997,6.333,0.19188989999999997,0.0034699999999999996,88.0,0.30535999999999996
2021-02-13,AL,0.030299999999999997,8.667,0.26261009999999996,0.0,79.0,0.0
2021-02-20,AL,0.06734,9.667,0.65097578,0.0,77.667,0.0
2021-02-27,AL,0.037040000000000003,6.667,0.24694568000000003,0.0037,77.667,0.2873679
2021-03-06,AL,0.14815,5.667,0.83956605,0.0037,82.667,0.3058679
2021-03-13,AL,0.11111,3.333,0.37032963,0.02275,81.333,1.8503257499999999
2021-03-20,AL,0.13675,7.0,0.95725,0.02338,77.0,1.8002600000000002
2021-03-27,AL,0.19231,7.667,1.47444077,0.03787,72.0,2.72664
2021-04-03,AL,0.21795,11.333,2.47002735,0.023039999999999998,75.0,1.7279999999999998
2021-04-10,AL,0.39601,13.0,5.14813,0.02238,79.667,1.7829474600000002
2021-04-17,AL,0.31268,19.667,6.149477560000001,0.026150000000000003,81.0,2.1181500000000004
2021-04-24,AL,0.35950000000000004,23.0,8.268500000000001,0.04729,85.333,4.03539757
2021-05-01,AL,0.26691,22.0,5.872019999999999,0.06831999999999999,91.0,6.2171199999999995
2021-05-08,AL,0.26356999999999997,21.0,5.5349699999999995,0.08130000000000001,98.667,8.021627100000002
2021-05-15,AL,0.22444,26.667,5.98514148,0.09271000000000001,113.333,10.507102430000002
2021-05-22,AL,0.20529,31.333,6.43235157,0.11094,121.333,13.46068302
2021-05-29,AL,0.21818,43.333,9.454393940000001,0.14052,135.0,18.970200000000002
2021-06-05,AL,0.30866,41.667,12.86093622,0.17605,145.0,25.527250000000002
2021-06-12,AL,0.29363,45.0,13.21335,0.20065000000000002,152.0,30.498800000000003
2021-06-19,AL,0.28237,41.0,11.57717,0.19155,145.0,27.77475
2021-06-26,AL,0.27393999999999996,46.667,12.783957979999998,0.17189,121.333,20.85592937
2021-07-03,AL,0.26367999999999997,48.667,12.832514559999998,0.12586,111.667,14.05440862
2021-07-10,AL,0.27372,45.667,12.49997124,0.07655,119.0,9.10945
2021-07-17,AL,0.22976,42.333,9.72643008,0.03382,121.0,4.09222
2021-07-24,AL,0.17067,42.0,7.168139999999999,0.01956,141.0,2.75796
2021-07-31,AL,0.11964999999999999,42.333,5.06514345,0.03069,201.667,6.18916023
2021-08-07,AL,0.04823,36.333,1.75234059,0.04223,225.0,9.50175
2021-08-14,AL,0.08509,36.667,3.11999503,0.03857,194.667,7.50830619
2021-08-21,AL,0.05635,41.667,2.34793545,0.03221,196.333,6.32388593
2021-08-28,AL,0.07763,49.333,3.82972079,0.01786,170.667,3.0481126200000004
2021-09-04,AL,0.03318,36.333,1.20552894,0.020560000000000002,157.333,3.23476648
2021-09-11,AL,0.04905,25.667,1.2589663500000001,0.02328,82.667,1.9244877599999999
2021-09-18,AL,0.03758,21.333,0.8016941399999999,0.02452,64.667,1.58563484
2021-09-25,AL,0.07604,28.0,2.12912,0.02587,90.667,2.34555529
2021-10-02,AL,0.07604,28.0,2.12912,0.01955,88.0,1.7204000000000002
2021-10-09,AL,0.1047,25.333,2.6523651,0.01492,104.667,1.5616316399999999
2021-10-16,AL,0.09401999999999999,24.667,2.31919134,0.011399999999999999,88.0,1.0031999999999999
2021-10-23,AL,0.09849999999999999,27.0,2.6594999999999995,0.011559999999999999,86.667,1.00187052
2021-10-30,AL,0.06761,33.0,2.2311300000000003,0.00786,85.0,0.6681
2021-11-06,AL,0.04838,38.0,1.83844,0.01016,75.333,0.76538328
2021-11-13,AL,0.032,41.667,1.333344,0.021230000000000002,60.667,1.2879604100000002
2021-11-20,AL,0.032,41.667,1.333344,0.021230000000000002,47.0,0.9978100000000001
2021-11-27,AL,0.03438,49.0,1.68462,0.025070000000000002,51.333,1.2869183100000001
2021-12-04,AL,0.018500000000000003,51.667,0.9558395000000002,0.023860000000000003,52.667,1.2566346200000003
2021-12-11,AL,0.03279,57.333,1.8799490699999999,0.030529999999999998,54.667,1.66898351
2021-12-18,AL,0.03852,57.0,2.19564,0.03138,43.0,1.34934
2021-12-25,AL,0.04427,59.667,2.64145809,0.0195,91.0,1.7745
2022-01-01,AL,0.02241,51.667,1.15785747,0.01439,217.333,3.12742187
2022-01-08,AL,0.01686,41.667,0.70250562,0.00328,307.0,1.00696
2022-01-15,AL,0.01111,31.0,0.34441,0.00155,256.0,0.3968
2022-01-22,AL,0.02778,25.333,0.7037507399999999,0.01042,123.667,1.28861014
2022-01-29,AL,0.01667,20.333,0.33895111,0.030019999999999998,29.667,0.89060334
2022-02-05,AL,0.01667,17.333,0.28894111,0.030019999999999998,30.333,0.91059666
2022-02-12,AL,0.0,16.667,0.0,0.02199,66.333,1.4586626699999998
2022-02-19,AL,0.0,22.0,0.0,0.02246,88.333,1.98395918
2022-02-26,AL,0.0,21.667,0.0,0.02926,107.0,3.13082
2022-03-05,AL,0.0,25.333,0.0,0.04138,106.333,4.40005954
2022-03-12,AL,0.0,21.667,0.0,0.02484,110.0,2.7324
2022-03-19,AL,0.0,21.667,0.0,0.02162,108.333,2.34215946
2022-03-26,AL,0.0,15.667,0.0,0.00713,83.667,0.59654571
2022-04-02,AL,0.0,14.0,0.0,0.00358,70.667,0.25298786
2022-04-09,AL,0.0,13.333,0.0,0.0,54.0,0.0
2022-04-16,AL,0.0,15.333,0.0,0.0,48.667,0.0
2022-04-23,AL,0.0,14.0,0.0,0.00617,48.333,0.29821461
2022-04-30,AL,0.01667,16.0,0.26672,0.00617,55.333,0.34140461
2022-05-07,AL,0.03627,21.667,0.78586209,0.012580000000000001,56.667,0.7128708600000001
2022-05-14,AL,0.06658,21.667,1.44258886,0.033620000000000004,55.0,1.8491000000000002
2022-05-21,AL,0.06066,25.333,1.53669978,0.054450000000000005,49.667,2.7043681500000005
2022-05-28,AL,0.09852999999999999,23.667,2.33190951,0.04804,45.333,2.17779732
2022-06-04,AL,0.11821999999999999,26.667,3.15257274,0.028239999999999998,44.0,1.2425599999999999
2022-06-11,AL,0.13646,24.0,3.2750399999999997,0.02291,42.333,0.96984903
2022-06-18,AL,0.13781000000000002,20.0,2.7562,0.047599999999999996,38.333,1.8246507999999997
2022-06-25,AL,0.11502000000000001,29.667,3.4122983400000004,0.04019999999999999,34.667,1.3936133999999998
2022-07-02,AL,0.10826000000000001,27.0,2.92302,0.0462,30.667,1.4168154
2022-07-09,AL,0.06530999999999999,28.333,1.8504282299999997,0.04111,38.667,1.58960037
2022-07-16,AL,0.051980000000000005,20.0,1.0396,0.04111,36.333,1.49364963
2022-07-23,AL,0.15675,22.0,3.4485,0.04739,38.0,1.80082
2022-07-30,AL,0.23964,24.0,5.75136,0.02778,30.333,0.84265074
2022-08-06,AL,0.37853000000000003,24.0,9.08472,0.0463,33.333,1.5433179
2022-08-13,AL,0.39043,29.0,11.32247,0.044160000000000005,30.0,1.3248000000000002
2022-08-20,AL,0.41287999999999997,34.667,14.313310959999999,0.08583,31.333,2.68931139
2022-08-27,AL,0.36056,51.0,18.38856,0.08532999999999999,31.667,2.7021451099999996
2022-09-03,AL,0.30939,51.667,15.98525313,0.12379,31.667,3.92005793
2022-09-10,AL,0.26064,52.333,13.640073119999998,0.10064000000000001,33.0,3.32112
2022-09-17,AL,0.22079000000000001,42.667,9.42044693,0.11161,28.333,3.1622461299999998
2022-09-24,AL,0.21099,55.667,11.74518033,0.06711,31.0,2.08041
2022-10-01,AL,0.16815999999999998,55.333,9.304797279999999,0.04859,29.667,1.44151953
2022-10-08,AL,0.1396,58.0,8.0968,0.03243,30.667,0.9945308100000001
2022-10-15,AL,0.09447,52.667,4.97545149,0.03084,31.667,0.97661028
2022-10-22,AL,0.06838,69.0,4.71822,0.03659,40.333,1.4757844699999998
2022-10-29,AL,0.03633,90.0,3.2697000000000003,0.02923,52.0,1.51996
2022-11-05,AL,0.00532,104.5,0.55594,0.016819999999999998,59.5,1.0007899999999998
2020-11-14,AK,0.0,0.0,0.0,0.0,9.0,0.0
2020-11-21,AK,0.0,0.0,0.0,0.0,6.0,0.0
2020-11-28,AK,0.0,0.0,0.0,0.0,5.333,0.0
2020-12-05,AK,0.0,0.0,0.0,0.0,1.0,0.0
2020-12-12,AK,0.0,0.0,0.0,0.0,1.0,0.0
2020-12-19,AK,0.0,0.0,0.0,0.0,1.0,0.0
2020-12-26,AK,0.0,0.0,0.0,0.0,2.0,0.0
2021-01-02,AK,0.0,0.0,0.0,0.0,2.0,0.0
2021-01-09,AK,0.0,0.0,0.0,0.0,2.0,0.0
2021-01-16,AK,0.0,0.0,0.0,0.0,1.333,0.0
2021-01-23,AK,0.0,0.0,0.0,0.0,0.667,0.0
2021-01-30,AK,0.0,0.0,0.0,0.0,0.333,0.0
2021-02-06,AK,0.0,0.0,0.0,0.0,0.333,0.0
2021-02-13,AK,0.0,0.0,0.0,0.0,3.333,0.0
2021-02-20,AK,0.0,0.0,0.0,0.0,4.333,0.0
2021-02-27,AK,0.0,0.0,0.0,0.0,7.0,0.0
2021-03-06,AK,0.0,0.0,0.0,0.0,5.667,0.0
2021-03-13,AK,0.0,0.0,0.0,0.0,7.333,0.0
2021-03-20,AK,0.0,0.0,0.0,0.0,6.667,0.0
2021-03-27,AK,0.0,0.0,0.0,0.0,7.667,0.0
2021-04-03,AK,0.0,0.0,0.0,0.0,5.333,0.0
2021-04-10,AK,0.0,0.0,0.0,0.08333,4.333,0.36106889000000003
2021-04-17,AK,0.0,0.0,0.0,0.0,1.667,0.0
2021-04-24,AK,0.0,0.0,0.0,0.0,1.667,0.0
2021-05-01,AK,0.0,0.0,0.0,0.0,0.333,0.0
2021-05-08,AK,0.0,0.0,0.0,0.0,0.333,0.0
2021-05-15,AK,0.0,0.0,0.0,0.0,1.0,0.0
2021-05-22,AK,0.0,0.0,0.0,0.0,2.333,0.0
2021-05-29,AK,0.0,0.0,0.0,0.0,3.333,0.0
2021-06-05,AK,0.0,0.0,0.0,0.0,5.0,0.0
2021-06-12,AK,0.0,0.0,0.0,0.0,6.333,0.0
2021-06-19,AK,0.0,0.0,0.0,0.0,6.0,0.0
2021-06-26,AK,0.0,0.0,0.0,0.0,3.333,0.0
2021-07-03,AK,0.0,0.0,0.0,0.0,0.667,0.0
2021-07-10,AK,0.0,0.0,0.0,0.0,0.0,0.0
2021-07-17,AK,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-24,AK,0.0,0.0,0.0,0.0,1.0,0.0
2021-07-31,AK,0.0,0.0,0.0,0.0,1.0,0.0
2021-08-07,AK,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-14,AK,0.0,0.0,0.0,0.0,0.0,0.0
2021-08-21,AK,0.0,0.0,0.0,0.0,4.667,0.0
2021-08-28,AK,0.0,0.0,0.0,0.0,7.0,0.0
2021-09-04,AK,0.0,0.0,0.0,0.023809999999999998,9.667,0.23017126999999998
2021-09-11,AK,0.0,0.0,0.0,0.12121,8.667,1.05052707
2021-09-18,AK,0.0,0.0,0.0,0.12121,6.667,0.8081070699999999
2021-09-25,AK,0.0,0.0,0.0,0.17676999999999998,8.0,1.4141599999999999
2021-10-02,AK,0.0,0.0,0.0,0.05556,8.667,0.48153851999999997
2021-10-09,AK,0.0,0.0,0.0,0.05556,15.667,0.87045852
2021-10-16,AK,0.0,0.0,0.0,0.014490000000000001,34.667,0.50232483
2021-10-23,AK,0.0,0.0,0.0,0.05371000000000001,36.0,1.9335600000000004
2021-10-30,AK,0.0,0.0,0.0,0.08038000000000001,37.0,2.97406
2021-11-06,AK,0.0,0.0,0.0,0.17115,20.333,3.4799929499999998
2021-11-13,AK,0.0,0.0,0.0,0.15414999999999998,19.667,3.03166805
2021-11-20,AK,0.0,0.0,0.0,0.12749,15.0,1.91235
2021-11-27,AK,0.0,0.0,0.0,0.05731,15.0,0.85965
2021-12-04,AK,0.0,0.0,0.0,0.20175,13.333,2.68993275
2021-12-11,AK,0.0,0.0,0.0,0.22556,14.333,3.23295148
2021-12-18,AK,0.0,0.0,0.0,0.19047999999999998,11.333,2.1587098399999998
2021-12-25,AK,0.0,0.0,0.0,0.023809999999999998,12.0,0.28572
2022-01-01,AK,0.0,0.0,0.0,0.03333,10.667,0.35553111
2022-01-08,AK,0.0,0.0,0.0,0.03333,13.0,0.43328999999999995
2022-01-15,AK,0.0,0.0,0.0,0.03333,14.333,0.47771889
2022-01-22,AK,0.0,0.0,0.0,0.0,14.333,0.0
2022-01-29,AK,0.0,0.0,0.0,0.0,9.0,0.0
2022-02-05,AK,0.0,0.0,0.0,0.0,7.333,0.0
2022-02-12,AK,0.0,0.0,0.0,0.0,10.333,0.0
2022-02-19,AK,0.0,0.0,0.0,0.0,13.333,0.0
2022-02-26,AK,0.0,0.0,0.0,0.0,15.0,0.0
2022-03-05,AK,0.0,0.0,0.0,0.0,10.333,0.0
2022-03-12,AK,0.0,0.0,0.0,0.0,10.333,0.0
2022-03-19,AK,0.0,0.0,0.0,0.0,8.0,0.0
2022-03-26,AK,0.0,0.0,0.0,0.0,10.0,0.0
2022-04-02,AK,0.0,0.0,0.0,0.0,9.333,0.0
2022-04-09,AK,0.0,0.0,0.0,0.0,8.667,0.0
2022-04-16,AK,0.0,0.0,0.0,0.0,11.333,0.0
2022-04-23,AK,0.0,0.0,0.0,0.0,18.667,0.0
2022-04-30,AK,0.0,0.0,0.0,0.0,27.667,0.0
2022-05-07,AK,0.0,0.0,0.0,0.0,35.667,0.0
2022-05-14,AK,0.0,0.0,0.0,0.0,41.0,0.0
2022-05-21,AK,0.0,0.0,0.0,0.0,40.667,0.0
2022-05-28,AK,0.0,0.0,0.0,0.0,31.333,0.0
2022-06-04,AK,0.0,0.0,0.0,0.0,27.333,0.0
2022-06-11,AK,0.0,0.0,0.0,0.007940000000000001,30.333,0.24084402000000002
2022-06-18,AK,0.0,0.0,0.0,0.007940000000000001,34.0,0.26996000000000003
2022-06-25,AK,0.0,0.0,0.0,0.007940000000000001,28.333,0.22496402000000001
2022-07-02,AK,0.0,0.0,0.0,0.0,28.0,0.0
2022-07-09,AK,0.0,0.0,0.0,0.0,22.667,0.0
2022-07-16,AK,0.0,0.0,0.0,0.030299999999999997,20.667,0.6262101
2022-07-23,AK,0.0,0.0,0.0,0.030299999999999997,10.333,0.3130899
2022-07-30,AK,0.0,0.0,0.0,0.030299999999999997,10.667,0.32321009999999994
2022-08-06,AK,0.0,0.0,0.0,0.0,11.333,0.0
2022-08-13,AK,0.0,0.0,0.0,0.0,16.333,0.0
2022-08-20,AK,0.0,0.0,0.0,0.0,19.667,0.0
2022-08-27,AK,0.0,0.0,0.0,0.02222,20.333,0.45179926
2022-09-03,AK,0.0,0.0,0.0,0.02222,19.667,0.43700074000000005
2022-09-10,AK,0.0,0.0,0.0,0.02222,13.0,0.28886
2022-09-17,AK,0.0,0.0,0.0,0.0,11.667,0.0
2022-09-24,AK,0.0,0.0,0.0,0.0,5.667,0.0
2022-10-01,AK,0.0,0.0,0.0,0.02222,10.333,0.22959926
2022-10-08,AK,0.0,0.0,0.0,0.02222,10.667,0.23702074
2022-10-15,AK,0.0,0.0,0.0,0.02222,15.667,0.34812074
2022-10-22,AK,0.0,0.0,0.0,0.06667,12.333,0.8222411099999999
2022-10-29,AK,0.0,0.0,0.0,0.06667,8.667,0.5778288899999999
2022-11-05,AK,0.0,0.0,0.0,0.1,3.0,0.30000000000000004
2020-11-14,AZ,0.0,0.0,0.0,0.0,170.0,0.0
2020-11-21,AZ,0.0,0.0,0.0,0.0,166.0,0.0
2020-11-28,AZ,0.0,0.0,0.0,0.0,165.0,0.0
2020-12-05,AZ,0.0,0.0,0.0,0.0,162.333,0.0
2020-12-12,AZ,0.0,0.0,0.0,0.0,160.0,0.0
2020-12-19,AZ,0.0,0.0,0.0,0.0,162.667,0.0
2020-12-26,AZ,0.0,0.0,0.0,0.0,155.0,0.0
2021-01-02,AZ,0.0,0.0,0.0,0.0,163.667,0.0
2021-01-09,AZ,0.0,0.0,0.0,0.00215,163.667,0.35188405
2021-01-16,AZ,0.0,0.0,0.0,0.00215,149.333,0.32106595
2021-01-23,AZ,0.0,0.0,0.0,0.00215,145.0,0.31175
2021-01-30,AZ,0.0,0.0,0.0,0.0,145.667,0.0
2021-02-06,AZ,0.0,0.0,0.0,0.0,175.667,0.0
2021-02-13,AZ,0.0,0.0,0.0,0.0,183.667,0.0
2021-02-20,AZ,0.0,0.0,0.0,0.0017499999999999998,194.667,0.34066725
2021-02-27,AZ,0.0,0.0,0.0,0.0017499999999999998,196.0,0.34299999999999997
2021-03-06,AZ,0.0,0.0,0.0,0.0017499999999999998,180.667,0.31616724999999996
2021-03-13,AZ,0.0,0.0,0.0,0.0,175.333,0.0
2021-03-20,AZ,0.0,0.0,0.0,0.0,178.333,0.0
2021-03-27,AZ,0.0,0.0,0.0,0.0,199.0,0.0
2021-04-03,AZ,0.0,0.0,0.0,0.0,217.333,0.0
2021-04-10,AZ,0.0,0.0,0.0,0.00154,216.667,0.33366718
2021-04-17,AZ,0.0,0.0,0.0,0.00154,217.0,0.33418
2021-04-24,AZ,0.0,0.0,0.0,0.0030499999999999998,214.333,0.65371565
2021-05-01,AZ,0.0,0.0,0.0,0.00151,222.333,0.33572283
2021-05-08,AZ,0.0,0.0,0.0,0.0027800000000000004,241.333,0.67090574
2021-05-15,AZ,0.0,0.0,0.0,0.00127,251.667,0.31961709000000005
2021-05-22,AZ,0.0,0.0,0.0,0.00127,251.333,0.31919291
2021-05-29,AZ,0.0,0.0,0.0,0.00575,241.0,1.38575
2021-06-05,AZ,0.0,0.0,0.0,0.00575,227.0,1.30525
2021-06-12,AZ,0.0,0.0,0.0,0.01049,217.667,2.28332683
2021-06-19,AZ,0.0,0.0,0.0,0.01329,205.333,2.72887557
2021-06-26,AZ,0.0,0.0,0.0,0.022099999999999998,211.0,4.6631
2021-07-03,AZ,0.0,0.0,0.0,0.03283,219.667,7.211667609999999
2021-07-10,AZ,0.0,0.0,0.0,0.05116,237.333,12.141956279999999
2021-07-17,AZ,0.0,0.0,0.0,0.11460000000000001,229.333,26.281561800000002
2021-07-24,AZ,0.0,0.0,0.0,0.14999,272.667,40.89732333
2021-07-31,AZ,0.0,0.0,0.0,0.19472,320.333,62.37524176000001
2021-08-07,AZ,0.0,0.0,0.0,0.19928,393.0,78.31704
2021-08-14,AZ,0.0,0.0,0.0,0.22446000000000002,446.0,100.10916
2021-08-21,AZ,0.0,0.0,0.0,0.23791,492.0,117.05172
2021-08-28,AZ,0.0,0.0,0.0,0.23286,500.333,116.50754238000002
2021-09-04,AZ,0.0,0.0,0.0,0.24975000000000003,469.667,117.29933325
2021-09-11,AZ,0.0,0.0,0.0,0.26194,435.0,113.9439
2021-09-18,AZ,0.0,0.0,0.0,0.27631,436.0,120.47116
2021-09-25,AZ,0.0,0.0,0.0,0.24765,440.0,108.96600000000001
2021-10-02,AZ,0.0,0.0,0.0,0.21223,454.667,96.49397741
2021-10-09,AZ,0.0,0.0,0.0,0.17829,447.667,79.81454943
2021-10-16,AZ,0.0,0.0,0.0,0.14884,433.0,64.44772
2021-10-23,AZ,0.0,0.0,0.0,0.12680999999999998,433.0,54.90872999999999
2021-10-30,AZ,0.0,0.0,0.0,0.11505000000000001,436.0,50.16180000000001
2021-11-06,AZ,0.0,0.0,0.0,0.12210000000000001,437.333,53.39835930000001
2021-11-13,AZ,0.0,0.0,0.0,0.11128,434.333,48.33257624
2021-11-20,AZ,0.0,0.0,0.0,0.10459,456.667,47.76280153
2021-11-27,AZ,0.0,0.0,0.0,0.09049,489.333,44.27974317
2021-12-04,AZ,0.0,0.0,0.0,0.08875,507.333,45.02580375
2021-12-11,AZ,0.0,0.0,0.0,0.0852,516.0,43.9632
2021-12-18,AZ,0.0,0.0,0.0,0.09513999999999999,513.0,48.806819999999995
2021-12-25,AZ,0.0,0.0,0.0,0.11275,525.0,59.19375
2022-01-01,AZ,0.0,0.0,0.0,0.11993000000000001,571.333,68.51996669
2022-01-08,AZ,0.0,0.0,0.0,0.09644,601.667,58.02476548
2022-01-15,AZ,0.0,0.0,0.0,0.07139999999999999,609.0,43.4826
2022-01-22,AZ,0.0,0.0,0.0,0.05299,526.667,27.90808433
2022-01-29,AZ,0.0,0.0,0.0,0.05564,469.667,26.13227188
2022-02-05,AZ,0.0,0.0,0.0,0.052919999999999995,396.0,20.956319999999998
2022-02-12,AZ,0.0,0.0,0.0,0.0475,362.0,17.195
2022-02-19,AZ,0.0,0.0,0.0,0.041589999999999995,345.333,14.36239947
2022-02-26,AZ,0.0,0.0,0.0,0.0337,337.0,11.3569
2022-03-05,AZ,0.0,0.0,0.0,0.03397,343.0,11.65171
2022-03-12,AZ,0.0,0.0,0.0,0.031059999999999997,318.0,9.87708
2022-03-19,AZ,0.0,0.0,0.0,0.02835,329.0,9.32715
2022-03-26,AZ,0.0,0.0,0.0,0.02843,320.333,9.10706719
2022-04-02,AZ,0.0,0.0,0.0,0.03154,323.333,10.19792282
2022-04-09,AZ,0.0,0.0,0.0,0.0305,305.333,9.312656500000001
2022-04-16,AZ,0.0,0.0,0.0,0.01865,310.667,5.793939549999999
2022-04-23,AZ,0.0,0.0,0.0,0.01566,306.333,4.797174780000001
2022-04-30,AZ,0.0,0.0,0.0,0.01283,331.0,4.2467299999999994
2022-05-07,AZ,0.0,0.0,0.0,0.02105,330.0,6.9464999999999995
2022-05-14,AZ,0.0,0.0,0.0,0.01646,359.333,5.91462118
2022-05-21,AZ,0.0,0.0,0.0,0.01967,347.0,6.82549
2022-05-28,AZ,0.0,0.0,0.0,0.02125,360.667,7.66417375
2022-06-04,AZ,0.0,0.0,0.0,0.0215,352.667,7.582340499999999
2022-06-11,AZ,0.0,0.0,0.0,0.02245,336.667,7.55817415
2022-06-18,AZ,0.0,0.0,0.0,0.01544,306.667,4.734938479999999
2022-06-25,AZ,0.0,0.0,0.0,0.02013,242.333,4.87816329
2022-07-02,AZ,0.0,0.0,0.0,0.01703,234.333,3.99069099
2022-07-09,AZ,0.0,0.0,0.0,0.017079999999999998,233.333,3.9853276399999995
2022-07-16,AZ,0.0,0.0,0.0,0.01142,259.333,2.96158286
2022-07-23,AZ,0.0,0.0,0.0,0.01175,252.0,2.961
2022-07-30,AZ,0.0,0.0,0.0,0.008110000000000001,250.333,2.0302006300000004
2022-08-06,AZ,0.0,0.0,0.0,0.01315,299.0,3.9318500000000003
2022-08-13,AZ,0.0,0.0,0.0,0.010669999999999999,359.333,3.83408311
2022-08-20,AZ,0.0,0.0,0.0,0.01874,377.333,7.07122042
2022-08-27,AZ,0.0,0.0,0.0,0.026269999999999998,373.0,9.79871
2022-09-03,AZ,0.0,0.0,0.0,0.03467,341.667,11.84559489
2022-09-10,AZ,0.0,0.0,0.0,0.041319999999999996,338.667,13.993720439999997
2022-09-17,AZ,0.0,0.0,0.0,0.049909999999999996,308.667,15.405569969999997
2022-09-24,AZ,0.0,0.0,0.0,0.08834,300.333,26.53141722
2022-10-01,AZ,0.0,0.0,0.0,0.1368,325.333,44.50555440000001
2022-10-08,AZ,0.0,0.0,0.0,0.20504,364.0,74.63456
2022-10-15,AZ,0.0,0.0,0.0,0.24789999999999998,348.333,86.3517507
2022-10-22,AZ,0.0,0.0,0.0,0.26488,348.667,92.35491495999999
2022-10-29,AZ,0.0,0.0,0.0,0.28822,317.333,91.46171726
2022-11-05,AZ,0.0,0.0,0.0,0.29544,344.5,101.77908
2020-11-14,AR,0.05556,0.0,0.0,0.0,107.667,0.0
2020-11-21,AR,0.22222,0.0,0.0,0.0,107.0,0.0
2020-11-28,AR,0.27777999999999997,0.0,0.0,0.0,102.333,0.0
2020-12-05,AR,0.30556,0.0,0.0,0.0,88.667,0.0
2020-12-12,AR,0.26389,0.0,0.0,0.0,93.333,0.0
2020-12-19,AR,0.25595,0.0,0.0,0.0,84.667,0.0
2020-12-26,AR,0.17262,0.0,0.0,0.0,85.667,0.0
2021-01-02,AR,0.047619999999999996,0.0,0.0,0.0,78.333,0.0
2021-01-09,AR,0.08333,0.0,0.0,0.0,89.667,0.0
2021-01-16,AR,0.08333,0.0,0.0,0.0,102.0,0.0
2021-01-23,AR,0.13095,0.0,0.0,0.0035099999999999997,106.0,0.37205999999999995
2021-01-30,AR,0.047619999999999996,0.0,0.0,0.0035099999999999997,107.333,0.37673882999999997
2021-02-06,AR,0.047619999999999996,0.0,0.0,0.0035099999999999997,91.333,0.32057883
2021-02-13,AR,0.0,0.0,0.0,0.0,76.0,0.0
2021-02-20,AR,0.33332999999999996,0.0,0.0,0.0,70.667,0.0
2021-02-27,AR,0.5,0.0,0.0,0.0,71.667,0.0
2021-03-06,AR,0.0,0.0,0.0,0.0,91.667,0.0
2021-03-13,AR,0.0,0.0,0.0,0.0,104.667,0.0
2021-03-20,AR,0.0,0.0,0.0,0.0,114.667,0.0
2021-03-27,AR,0.0,0.0,0.0,0.0,128.0,0.0
2021-04-03,AR,0.0,0.0,0.0,0.0,126.333,0.0
2021-04-10,AR,0.0,0.0,0.0,0.0,140.333,0.0
2021-04-17,AR,0.16667,0.0,0.0,0.00447,140.333,0.62728851
2021-04-24,AR,0.5,0.0,0.0,0.00447,155.0,0.69285
2021-05-01,AR,0.0,0.0,0.0,0.01119,153.667,1.71953373
2021-05-08,AR,0.0,0.0,0.0,0.015260000000000001,156.0,2.38056
2021-05-15,AR,0.0,0.0,0.0,0.031560000000000005,163.0,5.144280000000001
2021-05-22,AR,0.17172,0.0,0.0,0.05391,178.333,9.613932029999999
2021-05-29,AR,0.36219,0.0,0.0,0.10186,185.333,18.87801938
2021-06-05,AR,0.58442,0.0,0.0,0.15032,182.333,27.40829656
2021-06-12,AR,0.52381,0.0,0.0,0.24553,193.333,47.46905149
2021-06-19,AR,0.6,0.0,0.0,0.363,218.0,79.134
2021-06-26,AR,0.31428999999999996,0.0,0.0,0.46984000000000004,249.667,117.30354328000001
2021-07-03,AR,0.4254,0.0,0.0,0.52794,248.0,130.92911999999998
2021-07-10,AR,0.24206,0.0,0.0,0.53757,266.0,142.99362
2021-07-17,AR,0.39444,0.0,0.0,0.52073,288.0,149.97024000000002
2021-07-24,AR,0.35475999999999996,0.0,0.0,0.49716,298.333,148.31923428000002
2021-07-31,AR,0.36667,0.0,0.0,0.4175,289.667,120.93597249999998
2021-08-07,AR,0.2,0.0,0.0,0.35926,264.0,94.84464000000001
2021-08-14,AR,0.18413000000000002,0.0,0.0,0.2486,271.667,67.53641619999999
2021-08-21,AR,0.16580999999999999,0.0,0.0,0.19869,287.667,57.15655623
2021-08-28,AR,0.16277999999999998,0.0,0.0,0.14605,295.0,43.08475000000001
2021-09-04,AR,0.25537,0.0,0.0,0.13873,284.333,39.44551709
2021-09-11,AR,0.32659999999999995,0.0,0.0,0.12449,256.333,31.910895170000003
